Order Date,Product Name,Category,Region,Unit_cost,Quantity,cost,Sales,Profit
10/11/2014,WD My Passport Ultra 1TB Portable External Hard Drive,Technology,West,57,5,286,345,59
3/3/2016,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Central,255,3,765,638,128
3/3/2016,Canon PC170 Desktop Personal Copier,Technology,Central,85,3,254,288,34
3/3/2016,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Central,8,3,25,37,12
12/10/2015,Staples in misc. colors,Office Supplies,South,1,1,1,2,0
12/10/2015,Xerox 201,Office Supplies,South,3,4,13,26,12
12/10/2015,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Technology,South,13,6,81,102,21
12/18/2015,Newell 320,Office Supplies,West,3,2,6,7,1
1/1/2017,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,West,25,11,275,474,199
11/21/2017,Xerox 1972,Office Supplies,East,3,2,6,8,3
11/21/2017,Recycled Eldon Regeneration Jumbo File,Office Supplies,East,9,4,35,39,4
12/22/2015,Newell 336,Office Supplies,Central,3,4,12,17,5
8/23/2015,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,South,130,3,391,543,152
8/23/2015,Avery 474,Office Supplies,South,1,3,4,9,4
8/23/2015,Xerox 1944,Office Supplies,South,20,5,99,194,95
8/23/2015,Xerox 1962,Office Supplies,South,2,5,12,21,10
8/23/2015,Xerox 1890,Office Supplies,South,24,2,49,98,49
8/23/2015,Maxell LTO Ultrium - 800 GB,Technology,South,23,9,204,252,48
8/23/2015,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,South,6,3,19,26,7
6/22/2014,"Padded Folding Chairs, Black, 4/Carton",Furniture,East,58,3,175,170,5
6/22/2014,Panasonic Kx-TS550,Technology,East,33,3,98,83,15
6/22/2014,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,East,171,5,854,854,0
10/27/2017,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,West,110,5,550,557,7
10/27/2017,Jackery Bar Premium Fast-charging Portable Charger,Technology,West,15,4,61,96,35
8/11/2017,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,Central,5,4,20,30,10
8/11/2017,BIC Brite Liner Grip Highlighters,Office Supplies,Central,1,7,6,9,3
8/11/2017,Pyle PMP37LED,Technology,Central,70,2,140,154,13
8/11/2017,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Central,4,8,35,13,23
12/24/2017,DYMO CardScan Personal V9 Business Card Scanner,Technology,South,80,3,240,480,240
12/24/2017,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,South,43,4,172,233,61
9/26/2016,Belkin 7 Outlet SurgeMaster II,Office Supplies,West,28,6,171,237,66
9/26/2016,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,West,3,5,15,30,15
9/26/2016,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,West,20,4,79,100,21
12/12/2016,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,East,11,3,33,19,14
12/12/2016,Logitech G602 Wireless Gaming Mouse,Technology,East,51,6,307,384,77
12/28/2015,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,Central,12,2,23,25,2
12/29/2014,Stacking Trays by OIC,Furniture,West,3,5,17,25,8
12/29/2014,Xerox 1981,Office Supplies,West,3,4,12,21,10
12/29/2014,DYMO CardScan Personal V9 Business Card Scanner,Technology,West,80,6,480,768,288
12/29/2014,Avery Hanging File Binders,Office Supplies,West,3,3,10,14,5
12/29/2014,Mophie Juice Pack Helium for iPhone,Technology,West,58,3,173,192,19
12/29/2014,Avery 477,Office Supplies,West,16,9,148,275,126
12/29/2014,"Executive Impressions 10"" Spectator Wall Clock",Furniture,West,8,6,47,71,24
6/25/2015,Dana Halogen Swing-Arm Architect Lamp,Furniture,West,29,5,147,205,57
4/2/2015,Aluminum Screw Posts,Office Supplies,Central,8,3,23,9,14
10/21/2017,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Central,43,2,86,24,62
7/16/2015,Petty Cash Envelope,Office Supplies,East,14,3,41,81,40
7/16/2015,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Technology,East,41,10,408,600,192
6/24/2017,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,East,76,3,227,277,50
6/24/2017,Global Deluxe Office Fabric Chairs,Furniture,East,70,2,140,173,33
9/29/2014,Nontoxic Chalk,Office Supplies,East,1,3,3,4,1
9/29/2014,"Hon 30"" x 60"" Table with Locking Drawer",Furniture,East,246,2,491,409,82
9/29/2014,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,East,3,11,37,55,18
9/29/2014,Southworth Parchment Paper & Envelopes,Office Supplies,East,4,4,14,21,7
9/29/2014,Tennsco Single-Tier Lockers,Office Supplies,East,357,6,2139,1802,338
9/29/2014,Hon 4060 Series Tables,Furniture,East,87,1,87,67,20
11/24/2014,Fellowes Super Stor/Drawer Files,Office Supplies,Central,131,5,654,646,8
11/20/2015,Gear Head AU3700S Headset,Technology,West,13,7,88,73,15
11/20/2015,Safco Contoured Stacking Chairs,Furniture,West,179,3,536,572,36
11/1/2016,Maxell 4.7GB DVD-R,Technology,Central,17,3,50,68,18
9/17/2015,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,West,6,3,17,25,8
3/10/2016,Plantronics Audio 478 Stereo USB Headset,Technology,East,32,1,32,40,7
6/23/2014,Prang Drawing Pencil Set,Office Supplies,South,2,9,18,20,2
6/23/2014,Acme Kleen Earth Office Shears,Office Supplies,South,3,1,3,3,0
11/1/2014,Staples,Office Supplies,South,1,5,6,8,1
11/1/2014,Newell 320,Office Supplies,South,3,3,9,10,1
11/1/2014,Avery 513,Office Supplies,South,3,12,32,48,16
11/1/2014,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,South,97,9,869,979,110
8/28/2016,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Central,4,9,35,13,22
8/28/2016,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Central,7,4,27,10,17
8/28/2016,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Central,105,2,209,156,53
12/6/2015,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Central,275,2,550,1000,450
9/24/2015,AT&T 1080 Phone,Technology,Central,101,6,608,822,214
11/15/2017,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,South,41,4,165,220,55
11/15/2017,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,South,85,4,339,339,0
12/19/2015,Self-Adhesive Ring Binder Labels,Office Supplies,Central,2,2,4,7,3
12/19/2015,Bagged Rubber Bands,Office Supplies,Central,1,4,5,5,0
12/19/2015,White Computer Printout Paper by Universal,Office Supplies,Central,20,3,59,116,57
12/21/2015,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,South,14,3,43,48,5
9/25/2016,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,West,4,9,38,60,23
9/25/2016,GBC Poly Designer Binding Covers,Office Supplies,West,9,1,9,5,4
6/24/2017,Ibico Hi-Tech Manual Binding System,Office Supplies,Central,168,3,503,183,320
6/24/2017,Xerox 1971,Office Supplies,Central,2,3,7,10,3
9/7/2017,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,West,5,3,14,8,6
8/4/2016,Mitel 5320 IP Phone VoIP phone,Technology,West,136,2,272,302,30
8/4/2016,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,West,5,3,14,21,7
8/4/2016,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,West,3,3,8,12,4
8/19/2014,"Hon Metal Bookcases, Gray",Furniture,South,52,9,466,639,172
4/1/2016,Avery 473,Office Supplies,East,5,2,11,21,10
4/1/2016,Acme Value Line Scissors,Office Supplies,East,3,3,8,11,3
4/1/2016,Avery Hanging File Binders,Office Supplies,East,3,3,10,14,5
5/16/2017,"SAFCO Commercial Wire Shelving, Black",Office Supplies,East,138,2,276,221,55
8/24/2015,Cisco 9971 IP Video Phone Charcoal,Technology,South,238,7,1663,3080,1417
8/24/2015,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,South,15,4,62,80,18
8/24/2015,LG G3,Technology,South,139,3,417,588,171
9/23/2014,Xerox 217,Office Supplies,Central,3,5,17,32,16
9/23/2014,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Central,78,5,389,405,16
9/23/2014,Ibico EPK-21 Electric Binding System,Office Supplies,Central,964,5,4819,9450,4630
9/23/2014,GBC Instant Report Kit,Office Supplies,Central,3,2,6,13,6
6/19/2017,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Office Supplies,Central,7,1,7,2,5
6/19/2017,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Central,2,1,2,0,1
6/19/2017,Xerox 1982,Office Supplies,Central,12,8,99,146,48
12/21/2017,Staple-based wall hangings,Furniture,Central,4,2,9,16,7
8/7/2017,GE DSL Phone Line Filter,Technology,West,28,5,142,160,18
8/7/2017,Avery Printable Repositionable Plastic Tabs,Office Supplies,West,5,2,9,14,5
8/22/2016,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Central,6,2,11,4,7
9/7/2015,Eldon Shelf Savers Cubes and Bins,Office Supplies,East,7,2,14,14,0
9/7/2015,Anderson Hickey Conga Table Tops & Accessories,Furniture,East,14,3,42,27,14
12/25/2015,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Central,27,2,54,74,20
12/25/2015,Rush Hierlooms Collection Rich Wood Bookcases,Furniture,Central,140,1,140,161,21
12/25/2015,Xerox 1978,Office Supplies,Central,3,3,9,17,8
12/25/2015,Newell 351,Office Supplies,Central,2,1,2,3,1
5/2/2015,Avery 501,Office Supplies,Central,2,3,6,9,3
5/2/2015,Samsung Rugby III,Technology,Central,48,3,145,158,14
11/24/2016,Ibico Hi-Tech Manual Binding System,Office Supplies,West,168,5,839,1220,381
11/24/2015,Avery Reinforcements for Hole-Punch Pages,Office Supplies,West,1,2,2,3,1
11/24/2015,Xerox 225,Office Supplies,West,3,3,10,19,9
11/24/2015,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,West,57,7,400,455,55
11/24/2015,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,West,8,8,62,91,30
9/4/2017,Kingston Digital DataTraveler 8GB USB 2.0,Technology,East,5,4,20,19,1
5/11/2017,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Office Supplies,West,3,6,21,37,17
5/11/2017,Avery 50,Office Supplies,West,7,3,20,38,18
5/11/2017,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,West,8,2,17,26,9
5/11/2014,Staple holder,Office Supplies,East,9,3,26,36,10
7/27/2017,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,South,31,3,93,91,2
5/6/2017,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,South,6,6,37,55,18
9/19/2014,Project Tote Personal File,Office Supplies,South,10,6,60,67,8
9/19/2014,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Technology,South,1190,3,3570,2625,945
3/29/2015,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,West,13,4,52,73,21
11/18/2014,"GBC White Gloss Covers, Plain Front",Office Supplies,Central,8,5,38,14,24
7/2/2015,Easy-staple paper,Office Supplies,South,3,3,8,12,4
7/2/2015,Xerox 1957,Office Supplies,South,3,3,10,16,6
9/8/2014,Advantus Plastic Paper Clips,Office Supplies,South,3,9,23,45,22
9/8/2014,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,South,40,3,120,210,90
10/2/2017,"Performers Binder/Pad Holder, Black",Office Supplies,West,14,5,70,112,42
10/2/2017,Tennsco Double-Tier Lockers,Office Supplies,West,196,7,1370,1575,205
11/19/2017,OIC Binder Clips,Office Supplies,South,2,7,13,25,13
12/30/2016,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Central,3,6,17,7,10
12/1/2017,Personal File Boxes with Fold-Down Carry Handle,Office Supplies,East,12,3,35,37,2
12/1/2017,"Ultra Door Kickplate, 8""H x 34""W",Furniture,East,13,5,65,79,14
6/13/2016,Avery 51,Office Supplies,Central,3,3,10,19,9
5/19/2014,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Central,3,9,31,57,26
1/30/2017,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,West,1,7,7,13,6
1/30/2017,Newell 338,Office Supplies,West,2,3,6,9,2
1/30/2017,Novimex Swivel Fabric Task Chair,Furniture,West,134,1,134,121,14
11/28/2015,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,East,86,3,258,323,65
10/23/2017,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Central,8,3,25,10,15
10/23/2017,Advantus Rolling Storage Box,Office Supplies,Central,13,1,13,14,1
10/23/2017,WD My Passport Ultra 1TB Portable External Hard Drive,Technology,Central,57,1,57,55,2
10/23/2017,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Central,79,4,317,259,58
9/7/2017,Avery 519,Office Supplies,East,4,5,19,29,10
9/7/2017,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,East,3,3,10,16,5
9/7/2017,Poly String Tie Envelopes,Office Supplies,East,1,3,3,5,2
12/29/2016,GBC Wire Binding Strips,Office Supplies,South,17,4,66,38,28
12/29/2016,Zipper Ring Binder Pockets,Office Supplies,South,2,3,5,3,2
12/5/2015,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,East,24,2,47,48,1
12/5/2015,"GBC White Gloss Covers, Plain Front",Office Supplies,East,8,6,46,26,20
11/1/2014,Southworth Parchment Paper & Envelopes,Office Supplies,Central,4,3,11,16,5
4/16/2016,Newell 341,Office Supplies,South,3,3,9,13,4
5/14/2017,Google Nexus 5,Technology,East,135,3,405,540,135
5/14/2017,X-Rack File for Hanging Folders,Office Supplies,East,8,2,17,23,6
3/14/2015,Avery 476,Office Supplies,East,2,4,9,17,8
3/14/2015,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,East,119,3,356,672,316
1/14/2017,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Technology,West,26,7,184,169,15
1/14/2017,Mobile Personal File Cube,Office Supplies,West,17,9,154,169,15
3/8/2015,Xerox 1997,Office Supplies,East,3,3,10,19,9
10/11/2014,Iris Project Case,Office Supplies,West,6,4,24,32,8
10/11/2014,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Furniture,West,249,2,499,434,65
4/13/2015,Xerox 210,Office Supplies,West,3,6,20,31,11
4/13/2015,Xerox 1973,Office Supplies,West,12,3,37,55,18
11/16/2017,Eldon Shelf Savers Cubes and Bins,Office Supplies,West,7,7,48,49,1
7/1/2016,"Wilson Jones Hanging View Binder, White, 1""",Office Supplies,South,4,2,8,14,7
7/1/2016,Xerox 210,Office Supplies,South,3,2,7,13,6
7/1/2016,Binding Machine Supplies,Office Supplies,South,15,2,30,58,28
11/29/2015,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,West,20,2,41,56,16
4/7/2014,AT&T TR1909W,Technology,South,93,5,466,630,164
4/7/2014,Xerox 1945,Office Supplies,South,21,3,63,123,60
6/16/2016,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,West,5,5,25,46,22
3/6/2017,Economy Binders,Office Supplies,West,1,9,10,15,5
10/7/2017,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Central,2,5,11,4,6
10/6/2017,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Technology,East,51,4,205,320,115
10/6/2017,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,East,3,3,9,17,8
10/6/2017,Space Solutions HD Industrial Steel Shelving.,Office Supplies,East,112,3,335,345,10
12/5/2016,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,East,61,1,61,82,20
10/21/2016,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,East,15,6,88,98,10
5/18/2017,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Central,3,7,18,7,11
5/18/2017,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,Central,5,1,5,2,3
5/18/2017,Plastic Stacking Crates & Casters,Office Supplies,Central,4,2,8,9,1
9/26/2016,Hammermill Color Copier Paper (28Lb. and 96 Bright),Office Supplies,Central,5,1,5,10,4
11/17/2017,Canon imageCLASS 2200 Advanced Copier,Technology,East,1820,3,5460,10500,5040
7/8/2015,Xerox 1990,Office Supplies,Central,3,5,15,21,7
11/16/2015,Bretford CR4500 Series Slim Rectangular Table,Furniture,West,268,2,536,696,160
11/16/2015,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,West,94,3,282,305,23
6/18/2015,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,West,18,2,37,52,15
4/8/2016,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,West,3,5,14,25,10
4/18/2015,Avery 486,Office Supplies,East,4,3,12,22,10
12/3/2016,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,East,75,4,301,395,94
12/3/2016,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,East,8,4,33,18,15
12/10/2015,Avery 486,Office Supplies,East,4,1,4,7,3
12/10/2015,Hewlett Packard 610 Color Digital Copier / Printer,Technology,East,275,2,550,800,250
12/10/2015,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,East,4,6,22,41,19
12/10/2015,Xerox 1883,Office Supplies,East,14,7,100,185,85
10/31/2014,Lumber Crayons,Office Supplies,East,6,5,31,49,19
10/31/2014,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,East,3,2,5,10,5
10/31/2014,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,East,5,2,10,15,4
10/31/2014,GBC Recycled VeloBinder Covers,Office Supplies,East,9,2,18,34,16
10/31/2014,Eldon Wave Desk Accessories,Furniture,East,3,3,10,18,8
10/31/2014,Hon Pagoda Stacking Chairs,Furniture,East,225,5,1123,1605,481
10/31/2014,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,East,446,1,446,386,61
12/9/2017,Xerox 1921,Office Supplies,Central,5,2,11,16,5
5/5/2014,"Adams ""While You Were Out"" Message Pads",Office Supplies,South,2,3,5,9,4
5/5/2014,Newell 350,Office Supplies,South,2,2,5,7,2
5/5/2014,Xerox 1933,Office Supplies,South,7,2,13,25,12
3/4/2016,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Office Supplies,Central,21,3,64,128,64
11/30/2014,Park Ridge Embossed Executive Business Envelopes,Office Supplies,East,8,4,33,62,29
2/18/2015,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,West,2,3,5,9,4
4/1/2017,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,West,50,8,397,483,85
4/1/2017,Cubify CubeX 3D Printer Double Head Print,Technology,West,2220,2,4440,4800,360
6/11/2017,Xerox 1939,Office Supplies,West,10,2,20,38,18
6/11/2017,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,West,2,6,12,18,7
6/11/2017,Cisco Desktop Collaboration Experience DX650 IP Video Phone,Technology,West,51,5,256,386,130
6/11/2017,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,West,51,2,102,103,1
6/11/2017,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,West,44,3,133,174,42
9/30/2016,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Central,3,2,5,2,3
12/13/2014,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Furniture,Central,46,3,137,94,42
11/11/2017,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Central,6,4,24,46,22
1/5/2015,Global Deluxe Steno Chair,Furniture,West,69,1,69,62,7
3/24/2016,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,Central,12,1,12,22,10
7/5/2017,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,Central,76,9,681,332,349
7/5/2017,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Central,3,9,29,11,18
7/5/2017,Xerox 1975,Office Supplies,Central,3,3,10,16,6
7/5/2017,Xerox 1966,Office Supplies,Central,3,6,20,31,11
7/5/2017,Tuf-Vin Binders,Office Supplies,Central,17,1,17,6,10
9/21/2014,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,East,2,3,7,11,4
9/21/2014,Staple-on labels,Office Supplies,East,2,9,14,21,7
7/23/2016,"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,Central,8,4,30,11,19
8/29/2017,Newell 323,Office Supplies,East,1,7,9,9,1
3/26/2017,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",Office Supplies,West,14,1,14,20,6
12/29/2017,Xerox 1915,Office Supplies,Central,55,2,109,210,101
9/20/2014,Staple holder,Office Supplies,West,8,4,32,44,12
9/20/2014,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,West,5,3,14,20,7
4/4/2016,Anker Astro 15000mAh USB Portable Charger,Technology,South,48,3,144,150,6
4/4/2016,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,South,5,3,15,28,13
3/26/2014,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,West,19,3,58,66,9
11/28/2017,BIC Brite Liner Grip Highlighters,Office Supplies,East,1,1,1,2,1
11/28/2017,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,East,155,5,776,1049,273
11/28/2017,"Eldon Image Series Desk Accessories, Burgundy",Furniture,East,3,5,13,21,8
12/1/2016,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,East,8,6,48,88,41
12/1/2016,Hon Every-Day Series Multi-Task Chairs,Furniture,East,150,4,602,752,150
9/19/2014,Hon Olson Stacker Stools,Furniture,East,101,7,710,887,177
10/23/2015,Mediabridge Sport Armband iPhone 5s,Technology,South,10,7,69,56,13
10/23/2015,Sanford Liquid Accent Highlighters,Office Supplies,South,4,2,8,11,2
10/23/2015,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,South,5,2,11,12,1
10/13/2017,Easy-staple paper,Office Supplies,Central,14,3,43,63,21
10/13/2017,GBC VeloBinder Electric Binding Machine,Office Supplies,Central,60,4,242,97,145
10/13/2017,Dax Clear Box Frame,Furniture,Central,6,3,17,10,7
9/4/2015,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,West,8,2,17,10,7
3/14/2016,"Global High-Back Leather Tilter, Burgundy",Furniture,West,109,2,219,197,22
10/28/2017,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,East,12,2,24,48,24
10/15/2017,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,East,1,5,7,13,6
8/7/2017,Memorex Micro Travel Drive 16 GB,Technology,Central,11,4,44,64,20
9/21/2017,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,South,56,1,56,80,24
11/3/2017,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,East,6,3,19,12,8
11/5/2016,Laminate Occasional Tables,Furniture,Central,128,8,1023,863,160
11/5/2016,Storex Dura Pro Binders,Office Supplies,Central,3,3,10,4,6
11/5/2016,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Central,169,7,1182,957,225
11/5/2016,Premium Transparent Presentation Covers by GBC,Office Supplies,Central,11,3,33,13,20
11/5/2016,Logitech Wireless Headset H600 Over-The-Head Design,Technology,Central,25,5,127,172,45
6/25/2017,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,West,181,4,723,871,148
11/26/2015,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Furniture,South,46,11,502,692,190
11/24/2016,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,East,31,4,123,208,85
7/21/2017,PayAnywhere Card Reader,Technology,West,7,9,66,72,6
7/21/2017,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,West,18,1,18,26,8
10/23/2015,Avery Non-Stick Binders,Office Supplies,West,2,1,2,4,1
7/9/2015,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Central,85,2,170,49,122
8/18/2017,Fellowes Super Stor/Drawer Files,Office Supplies,West,131,2,262,323,61
4/16/2016,"3D Systems Cube Printer, 2nd Generation, Magenta",Technology,East,962,7,6734,9100,2366
4/16/2016,Stacking Trays by OIC,Furniture,East,3,2,7,10,3
4/16/2016,Wilson Jones Standard D-Ring Binders,Office Supplies,East,3,5,13,25,12
11/14/2014,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,East,3,2,6,11,5
11/14/2014,"Safco Chair Connectors, 6/Carton",Furniture,East,27,2,55,69,15
12/20/2014,Avery 487,Office Supplies,Central,2,1,2,4,2
12/20/2014,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Central,202,3,607,1104,497
11/21/2015,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Central,161,2,322,246,76
11/21/2015,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Central,4,2,8,12,4
11/21/2015,Sharp 1540cs Digital Laser Copier,Technology,Central,275,1,275,440,165
12/28/2017,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,South,78,1,78,65,13
5/17/2015,GBC Twin Loop Wire Binding Elements,Office Supplies,Central,17,5,83,33,50
5/17/2015,Things To Do Today Pad,Office Supplies,Central,3,3,9,14,5
12/9/2017,Newell 314,Office Supplies,West,4,2,8,11,3
12/9/2017,Bevis 36 x 72 Conference Tables,Furniture,West,97,9,874,896,22
12/9/2017,Harmony Air Purifier,Office Supplies,West,121,1,121,189,68
3/10/2017,Nokia Lumia 521 (T-Mobile),Technology,East,22,3,65,54,11
10/22/2017,KI Conference Tables,Furniture,West,60,5,298,177,121
7/3/2017,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,West,25,3,75,129,54
9/4/2017,"Rogers Jumbo File, Granite",Office Supplies,West,13,4,54,54,1
8/23/2017,Samsung Galaxy Mega 6.3,Technology,South,311,13,4040,4368,328
8/23/2017,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,South,17,2,34,50,15
8/23/2017,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,South,25,6,149,161,12
